App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Is_Free,Rating_Category,Install_Category,Size_Category
The PCH App,LIFESTYLE,0.5979136395894887,-0.02512183889649461,0.45735072160961326,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Lifestyle,"July 25, 2018",2.8.7.78579,4.4 and up,Free,Excellent,High,Large
"Resume Builder Free, 5 Minute CV Maker & Templates",BUSINESS,0.41600597381158794,-0.1184729526000351,-0.32505535848177763,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Business,"June 25, 2018",6.0,4.0.3 and up,Free,Excellent,High,Small
AO Surgery Reference,MEDICAL,0.9617289711452919,-0.15840822743372537,-0.355593415443622,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Medical,"May 10, 2017",1.2.6,4.0 and up,Free,Excellent,Medium,Small
ao,FAMILY,-1.2211630181895254,-0.15176974503770105,-0.33347965005745883,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Strategy,"June 8, 2016",1.0.9,4.0 and up,Free,Good,High,Small
AO/OTA Fracture Classification,MEDICAL,1.325544302701095,-0.15986783328235446,0.08878796517356104,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Medical,"April 17, 2018",1.0,5.0 and up,Free,Excellent,Medium,Large
AO Player,EVENTS,-0.3116246893000184,-0.15987700958631443,-0.36085859767842277,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Events,"December 20, 2017",1.1.4,4.4 and up,Free,Good,Low,Small
Ao Oni2,GAME,-0.1297170235221176,-0.1477103775734194,0.10984869411276402,-0.14737176339321123,Free,-0.06305416804317218,Teen,Adventure,"April 20, 2018",1.6.6,4.1 and up,Free,Excellent,High,Large
A. O. Smith,TOOLS,0.05219064225578477,-0.159863818649372,-0.048106772931258375,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Tools,"May 21, 2018",3.0.22,4.0 and up,Free,Excellent,Medium,Large
Arena of Valor: 5v5 Arena Game,GAME,0.41600597381158794,0.09184162545298255,0.6468972820624401,0.04699544766893367,Free,-0.06305416804317218,Teen,Action,"June 28, 2018",1.23.1.2,4.0.3 and up,Free,Excellent,High,Large
PlacarTv Futebol Ao Vivo,COMMUNICATION,-0.1297170235221176,-0.1586990015654562,-0.34822216031490094,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Communication,"June 3, 2018",1.0.3,4.0 and up,Free,Excellent,Medium,Small
Virtual lover,FAMILY,0.7798213053673895,-0.1336316332228704,-0.10075859527926584,-0.14737176339321123,Free,-0.06305416804317218,Mature 17+,Entertainment,"June 8, 2018",1.39,4.1 and up,Free,Excellent,High,Medium
The Hunt for the Lost Treasure,FAMILY,0.7798213053673895,-0.15578265746318548,-0.3103128482243355,-0.1668084844994257,Paid,0.10579067656653926,Everyone,Adventure;Brain Games,"September 13, 2017",1.8,4.0.3 and up,Paid,Excellent,Medium,Small
Attack the Light,FAMILY,0.9617289711452919,-0.14886544483437777,-0.17447114656647628,-0.1668084844994257,Paid,0.10579067656653926,Everyone,Role Playing;Action & Adventure,"February 23, 2016",1.1.4,4.0 and up,Paid,Excellent,Medium,Medium
Princess Closet : Otome games free dating sim,FAMILY,0.5979136395894887,-0.1429662284261267,0.19409160986957597,-0.14737176339321123,Free,-0.06305416804317218,Teen,Simulation,"May 24, 2018",1.11.0,4.0.3 and up,Free,Excellent,High,Large
365Scores - Live Scores,SPORTS,0.7798213053673895,0.222222566748895,-0.13234968868807032,0.04699544766893367,Free,-0.06305416804317218,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,Free,Excellent,High,Medium
PES 2018 PRO EVOLUTION SOCCER,SPORTS,0.41600597381158794,0.8276848518491695,-0.12181932421846882,0.04699544766893367,Free,-0.06305416804317218,Everyone,Sports,"June 27, 2018",2.3.2,5.0 and up,Free,Excellent,High,Medium
Mobile Legends: Bang Bang,GAME,0.41600597381158794,4.5542065513006245,0.6468972820624401,1.9906675582903826,Free,-0.06305416804317218,Teen,Action,"July 24, 2018",1.2.97.3042,4.0.3 and up,Free,Excellent,High,Large
Heroes of Order & Chaos,FAMILY,0.05219064225578477,0.23593081782706116,-0.13234968868807032,0.04699544766893367,Free,-0.06305416804317218,Teen,Strategy,"October 27, 2017",Varies with device,Varies with device,Free,Excellent,High,Medium
Kill Shot Bravo: Sniper FPS,GAME,0.41600597381158794,0.17248298465299866,0.6468972820624401,0.04699544766893367,Free,-0.06305416804317218,Mature 17+,Action,"July 18, 2018",5.1,4.1 and up,Free,Excellent,High,Large
Tennis Champion 3D - Online Sports Game,SPORTS,-0.3116246893000184,-0.06182590769828847,0.05719687176475655,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Sports,"June 6, 2018",2.1,4.1 and up,Free,Good,High,Large
Carnivores: Dinosaur Hunter,GAME,0.05219064225578477,-0.12395923533008854,-0.21659260444488226,-0.14737176339321123,Free,-0.06305416804317218,Teen,Action,"July 2, 2018",1.8.0,4.0.3 and up,Free,Excellent,High,Medium
High School Simulator 2017,FAMILY,0.05219064225578477,-0.08926133598153814,0.4468203571400118,-0.06098633625448016,Free,-0.06305416804317218,Mature 17+,Simulation,"June 25, 2018",1.0,4.0 and up,Free,Excellent,High,Large
Hopeless Land: Fight for Survival,GAME,0.05219064225578477,-0.016389438640609846,0.06772723623435804,-0.06098633625448016,Free,-0.06305416804317218,Teen,Action,"July 12, 2018",1.0,4.1 and up,Free,Excellent,High,Large
Scanning body and undressing people,FAMILY,-1.403070683967427,-0.15930177003182522,-0.26924442679288974,-0.1668084844994257,Free,-0.06305416804317218,Teen,Entertainment,"February 24, 2018",2.0,3.0 and up,Free,Good,Medium,Medium
Ultimate Tennis,SPORTS,0.23409830803368553,-0.05492590063940566,0.6574276465320417,0.04699544766893367,Free,-0.06305416804317218,Everyone,Sports,"July 19, 2018",2.29.3118,4.0.3 and up,Free,Excellent,High,Large
Legion of Heroes,FAMILY,0.23409830803368553,-0.07781905846248147,0.33098634797439536,-0.14737176339321123,Free,-0.06305416804317218,Everyone 10+,Role Playing,"July 12, 2018",1.9.22,4.0 and up,Free,Excellent,High,Large
Soccer Star 2018 Top Leagues · MLS Soccer Games,SPORTS,0.7798213053673895,0.2145913229682039,0.5521240018360267,0.04699544766893367,Free,-0.06305416804317218,Teen,Sports,"July 5, 2018",1.3.5,4.1 and up,Free,Excellent,High,Large
Heroes Arena,GAME,0.05219064225578477,0.0330415902346333,0.5310632728968238,0.04699544766893367,Free,-0.06305416804317218,Everyone 10+,Action,"July 24, 2018",2.0.1,4.0.3 and up,Free,Excellent,High,Large
virtual lover 3D,FAMILY,0.7798213053673895,-0.15690274006529653,0.2783345256263879,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Entertainment,"April 18, 2018",1.3,4.1 and up,Free,Excellent,Medium,Large
Range Master: Sniper Academy,SPORTS,-0.1297170235221176,-0.1071557022224327,0.015075413886350583,0.04699544766893367,Free,-0.06305416804317218,Everyone,Sports,"April 26, 2018",2.1.3,4.1 and up,Free,Excellent,High,Large
DINO HUNTER: DEADLY SHORES,GAME,0.41600597381158794,0.6325054401400898,0.17303088093037297,0.04699544766893367,Free,-0.06305416804317218,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,Free,Excellent,High,Large
FC Barcelona Official App,SPORTS,0.7798213053673895,-0.10681904657090215,0.19409160986957597,-0.06098633625448016,Free,-0.06305416804317218,Everyone,Sports,"July 26, 2018",4.0.14,4.1 and up,Free,Excellent,High,Large
Can Your Pet? : Returns - Teen,FAMILY,0.23409830803368553,-0.13386161434086657,-0.24818369785368674,-0.14737176339321123,Free,-0.06305416804317218,Teen,Simulation,"August 2, 2018",2.59.8,2.3 and up,Free,Excellent,High,Medium
Bubbu – My Virtual Pet,FAMILY,0.9617289711452919,0.06656721675230044,0.3941685347920043,0.04699544766893367,Free,-0.06305416804317218,Everyone,Casual;Pretend Play,"August 4, 2018",1.50,4.1 and up,Free,Excellent,High,Large
3D Tennis,SPORTS,0.05219064225578477,0.41823186044735244,-0.25871406232328825,0.9108497190562442,Free,-0.06305416804317218,Everyone,Sports,"December 5, 2017",1.7.7,2.1 and up,Free,Excellent,High,Medium
Start the Hunt for the Lost Treasure,FAMILY,-0.6754400208558216,-0.15970896852004787,-0.3103128482243355,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Puzzle;Brain Games,"September 13, 2017",1.4,4.0.3 and up,Free,Good,Medium,Small
Scanning under clothes (prank),FAMILY,-0.8573476866337223,-0.15905458334390415,-0.1850015110360778,-0.1668084844994257,Free,-0.06305416804317218,Mature 17+,Entertainment,"January 18, 2018",3.0,2.3 and up,Free,Good,Medium,Medium
WGT Golf Game by Topgolf,SPORTS,0.23409830803368553,-0.07495375755098795,0.20462197433917745,0.04699544766893367,Free,-0.06305416804317218,Everyone,Sports,"July 24, 2018",1.42.2,4.1 and up,Free,Excellent,High,Large
3D Holograms Joke,FAMILY,-2.3126090128569343,-0.14176126501238612,-0.06916750187046136,-0.06098633625448016,Free,-0.06305416804317218,Teen,Simulation,"December 23, 2016",1.5,2.3 and up,Free,Average,High,Large
Weaphones™ Gun Sim Free Vol 1,FAMILY,0.23409830803368553,0.18364137026829447,0.015075413886350583,0.04699544766893367,Free,-0.06305416804317218,Everyone,Simulation,"January 17, 2018",2.4.0,4.0 and up,Free,Excellent,High,Large
Hidden Objects Treasure Hunt Adventure Games,FAMILY,0.23409830803368553,-0.1597244535329803,-0.09022823080966434,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Puzzle,"July 9, 2018",1.0.1,4.4 and up,Free,Excellent,Medium,Medium
Live Camera Viewer ★ World Webcam & IP Cam Streams,TRAVEL_AND_LOCAL,-0.3116246893000184,-0.12308289830191357,-0.3576994883375422,0.04699544766893367,Free,-0.06305416804317218,Everyone,Travel & Local,"April 7, 2018",1.9,4.1 and up,Free,Good,High,Small
Body scanner (prank),FAMILY,-1.5849783497453287,-0.1506697356005024,-0.355593415443622,-0.14737176339321123,Free,-0.06305416804317218,Teen,Casual,"June 2, 2016",3.0,2.3 and up,Free,Good,High,Small
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,0.5979136395894887,-0.11594143974508467,-0.34716912386794074,-0.14737176339321123,Free,-0.06305416804317218,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,Free,Excellent,High,Small
AP ENPS Mobile,PRODUCTIVITY,-0.1297170235221176,-0.15986955383934695,5.3434398355047055,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Productivity,"March 8, 2016",8.0.0130,4.4 and up,Free,Excellent,Medium,Large
AP® Guide,FAMILY,1.5074519684789958,-0.1598804507002994,-0.3734950350419445,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Education,"July 31, 2017",1.3,4.0.3 and up,Free,Excellent,Low,Small
WiFi Access Point (hotspot),COMMUNICATION,-0.49353235507792,-0.15948988426300414,0.24674343221758344,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Communication,"May 14, 2015",1.1.2,2.3 and up,Free,Good,Medium,Large
AP Mobile,FAMILY,0.7798213053673895,-0.15981506953458477,-0.25871406232328825,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Education,"November 21, 2017",1.03,6.0 and up,Free,Excellent,Medium,Medium
AP Manager,TOOLS,-0.3116246893000184,-0.15978065839473496,-0.3661237799132235,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Tools,"May 4, 2015",1.0.8,2.3 and up,Free,Good,Medium,Small
AP App for Android™,NEWS_AND_MAGAZINES,-1.039255352411624,-0.1597743496857625,-0.2913581921790529,-0.16875215661004717,Free,-0.06305416804317218,Everyone,News & Magazines,"May 12, 2016",1.0,4.0 and up,Free,Good,Medium,Small
Access Point Finder,LIFESTYLE,-0.3116246893000184,-0.15986955383934695,-0.3692828892541039,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Lifestyle,"September 6, 2016",1.0,3.0 and up,Free,Good,Medium,Small
AP English Language: Practice Tests and Flashcards,FAMILY,0.5979136395894887,-0.15987127439633944,-0.3387448322922596,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Medium,Small
AP Planner,FAMILY,-2.3126090128569343,-0.15985636290240454,-0.38191932661762573,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Education,"August 3, 2015",1.1,2.1 and up,Free,Average,Medium,Small
Access Point Browser,TOOLS,0.05219064225578477,-0.15986783328235446,-0.3692828892541039,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Tools,"September 22, 2017",3.11,4.3 and up,Free,Excellent,Low,Small
AP Installer,TOOLS,0.5979136395894887,-0.15986898032034946,2.584484344469115,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Tools,"July 20, 2018",13,3.2 and up,Free,Excellent,Medium,Large
Study AP World History,FAMILY,0.7798213053673895,-0.15958795601157608,-0.37876021727674525,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Education,"July 18, 2016",1.1.2,4.0.3 and up,Free,Excellent,Medium,Small
UniFi,TOOLS,0.9617289711452919,-0.15356313894287324,-0.13234968868807032,-0.1581699417855526,Free,-0.06305416804317218,Everyone,Tools,"July 25, 2018",1.7.0,4.1 and up,Free,Excellent,High,Medium
Ap Video Downloader for fb New 2018,TOOLS,0.05219064225578477,-0.15949447241498413,-0.3387448322922596,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Tools,"July 31, 2018",3.0.188,4.0.3 and up,Free,Excellent,Medium,Small
AP Government Review,FAMILY,0.9617289711452919,-0.1598804507002994,-0.3798132537237054,-0.1689465238211093,Paid,0.10579067656653926,Everyone,Education,"March 14, 2017",1.1,4.0.3 and up,Paid,Excellent,Low,Small
"ap,wifi testing,iperf,ping,android,Bluetooth,tcp",TOOLS,0.9617289711452919,-0.1598804507002994,-0.33979786873921974,-0.16896790421432614,Paid,0.10579067656653926,Everyone,Tools,"May 27, 2018",1.0.15,4.4 and up,Paid,Excellent,Low,Small
HotSpot Tethering Free/WiFi AP,TOOLS,-0.49353235507792,-0.15960802917648848,-0.3745480714889047,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Tools,"September 12, 2016",2.003,2.3 and up,Free,Good,Medium,Small
AP Chemistry Prep: Practice Tests and Flashcards,FAMILY,0.9617289711452919,-0.15985062771242958,-0.3387448322922596,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Medium,Small
AP Flashcards,FAMILY,-0.8573476866337223,-0.1598317015855122,0.036136142825553566,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Education,"August 30, 2015",1.3.14,3.1 and up,Free,Good,Medium,Large
AP World History: Practice Tests and Flashcards,FAMILY,1.1436366369231927,-0.15987012735834447,-0.3387448322922596,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Medium,Small
Access Point Names,COMMUNICATION,-0.3116246893000184,-0.15980302563563734,-0.37033592570106405,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Communication,"August 12, 2014",1.0,2.3.3 and up,Free,Good,Medium,Small
"AP Biology Prep: Practice Tests, Flashcards",FAMILY,0.7798213053673895,-0.15983227510450967,-0.3387448322922596,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Medium,Small
AP Biology Study Guide + Quiz,FAMILY,0.41600597381158794,-0.15982195176255473,-0.3008355202016942,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Education,"March 22, 2016",1.5.1,4.1 and up,Free,Excellent,Medium,Small
Reuters News,NEWS_AND_MAGAZINES,0.23409830803368553,-0.15233122013625033,-0.13234968868807032,-0.14737176339321123,Free,-0.06305416804317218,Everyone 10+,News & Magazines,"June 6, 2018",3.4.4,4.1 and up,Free,Excellent,High,Medium
500 AP World History Questions,FAMILY,0.9617289711452919,-0.1598781566243094,-0.3829723630645858,-0.16896596054221552,Paid,0.5010796104354289,Everyone,Education,"November 1, 2013",1.2,1.6 and up,Paid,Excellent,Low,Small
AP Themes for Kustom/KLWP,PERSONALIZATION,-1.039255352411624,-0.1598793036623044,0.07825760070395954,-0.16895732199950164,Paid,0.021085905023205752,Everyone,Personalization,"September 1, 2017",1.8.2,4.4 and up,Paid,Good,Low,Large
AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,0.41600597381158794,-0.15986553920636448,-0.33979786873921974,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Medium,Small
Fate GO Ap Counter,TOOLS,0.7798213053673895,-0.15984202492746713,-0.36191163412538285,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Tools,"January 19, 2018",1.1.4,4.1 and up,Free,Excellent,Low,Small
iScore5 AP Psych,FAMILY,-2.3126090128569343,-0.1598764360673169,0.37310780585280134,-0.16896596054221552,Paid,0.21873037195765058,Everyone,Educational,"April 25, 2017",2.0,4.0.3 and up,Paid,Average,Low,Large
AP Psychology Prep: Practice Tests and Flashcards,FAMILY,0.5979136395894887,-0.15974337965989768,-0.3387448322922596,-0.16788830233865984,Free,-0.06305416804317218,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Medium,Small
meStudying: AP English Lit,FAMILY,1.5074519684789958,-0.15988159773829438,6.50177992716087,-0.16896790421432614,Paid,0.21873037195765058,Everyone,Education,"August 31, 2013",1.3,2.0.1 and up,Paid,Excellent,Low,Large
APN Settings,TOOLS,-0.8573476866337223,-0.15773548964966175,-0.33663875939833926,-0.14737176339321123,Free,-0.06305416804317218,Everyone,Tools,"August 3, 2018",6.4,4.1 and up,Free,Good,High,Small
AP Math & Computer Science,FAMILY,-0.8573476866337223,-0.1598609510543845,-0.29557033796689347,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Education,"July 19, 2015",2.16,2.3 and up,Free,Good,Medium,Small
AP Statistics Prep: Practice Tests and Flashcards,FAMILY,0.05219064225578477,-0.15987127439633944,-0.3387448322922596,-0.16886013839397057,Free,-0.06305416804317218,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Medium,Small
eChallan Andhra Pradesh (AP),SOCIAL,-2.1307013470790324,-0.1598793036623044,-0.36822985280714376,-0.1689465238211093,Free,-0.06305416804317218,Teen,Social,"February 15, 2018",1.0.0.4,4.1 and up,Free,Average,Low,Small
AP Art History Flashcards,FAMILY,1.5074519684789958,-0.15988159773829438,0.6153061886536356,-0.16896790421432614,Paid,1.6304765643465422,Mature 17+,Education,"January 19, 2016",3.30,4.0 and up,Paid,Excellent,Low,Large
True Skate,SPORTS,0.41600597381158794,-0.08566365131024134,0.37310780585280134,-0.14737176339321123,Paid,0.04932082887098358,Everyone,Sports,"August 4, 2018",1.5.1,4.0.3 and up,Paid,Excellent,High,Large
AP European History: Practice Tests and Flashcards,FAMILY,0.9617289711452919,-0.1598781566243094,-0.3387448322922596,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up,Free,Excellent,Low,Small
AdventureQuest 3D MMO,FAMILY,0.23409830803368553,-0.14688221614103417,-0.027046043992055388,-0.14737176339321123,Free,-0.06305416804317218,Teen,Role Playing,"July 26, 2018",1.10.1,4.4 and up,Free,Excellent,High,Large
AdventureQuest Dragons,FAMILY,-0.49353235507792,-0.15408160011661026,0.10984869411276402,-0.1668084844994257,Free,-0.06305416804317218,Everyone,Casual,"June 13, 2018",1.0.63,4.0 and up,Free,Good,Medium,Large
Undead Assault,GAME,0.23409830803368553,-0.1571843378930674,-0.005985315052852403,-0.1668084844994257,Free,-0.06305416804317218,Everyone 10+,Arcade,"November 4, 2015",1.4.6,2.3 and up,Free,Excellent,Medium,Large
Adventure Quest World Mobile Quiz,FAMILY,0.7798213053673895,-0.15986611272536197,-0.12181932421846882,-0.16895732199950164,Free,-0.06305416804317218,Everyone,Puzzle,"January 16, 2018",3.1.6z,4.0.3 and up,Free,Excellent,Low,Medium
Aqw&3d Design Notes Manager,FAMILY,0.5979136395894887,-0.15987586254831943,-0.36507074346626334,-0.16895732199950164,Free,-0.06305416804317218,Everyone,Entertainment,"August 15, 2017",3.0,4.0.3 and up,Free,Excellent,Low,Small
AQ Aspergers Test,MEDICAL,-0.49353235507792,-0.15973018872295527,7.123071430867358,-0.16875215661004717,Free,-0.06305416804317218,Everyone,Medical,"October 14, 2015",1.4.0,2.3.3 and up,Free,Good,Medium,Large
Guess the Class 🔥 AQW,GAME,0.9617289711452919,-0.15984948067443458,-0.26924442679288974,-0.1689465238211093,Free,-0.06305416804317218,Everyone,Word,"November 1, 2017",1.0.0,4.1 and up,Free,Excellent,Low,Medium
